comparison_panel_configurations,panel_solving_configurations,stratum,target_model_family,task_name
37,33,common,gpt-5-5,abs-module-cache-flags
37,32,common,gpt-5-5,abs-stepped-slices
37,36,common,gpt-5-5,actionlint-action-pinning-lint
37,28,common,gpt-5-5,adaptix-name-mapping-aliases
37,30,common,gpt-5-5,aiomonitor-task-snapshots-diff
37,33,common,gpt-5-5,anko-default-function-arguments
37,24,contested,gpt-5-5,anko-typed-variable-bindings
37,32,common,gpt-5-5,arcane-drift-detection-baselines
37,28,common,gpt-5-5,arktype-json-schema-refs-dependencies
37,23,contested,gpt-5-5,awilix-async-container-initialization
37,26,contested,gpt-5-5,bandit-incremental-cache-control
37,30,common,gpt-5-5,bandit-interprocedural-taint-checks
37,6,rare,gpt-5-5,bandit-structured-nosec-directives
37,27,contested,gpt-5-5,boa-hierarchical-evaluation-cancellation
37,31,common,gpt-5-5,cattrs-partial-structuring-recovery
37,22,contested,gpt-5-5,clack-async-autocomplete-options
37,34,common,gpt-5-5,claude-code-by-agents-recursive-delegation
37,29,common,gpt-5-5,cliffy-config-file-parsing
37,19,contested,gpt-5-5,csstree-shorthand-expansion-compression
37,24,contested,gpt-5-5,dasel-html-document-format
37,20,contested,gpt-5-5,dateutil-rfc5545-timezone-interop
37,35,common,gpt-5-5,drizzle-orm-window-function-builders
37,32,common,gpt-5-5,dynamodb-toolbox-conditional-attribute-requirements
37,30,common,gpt-5-5,dynamodb-toolbox-lazy-recursive-schemas
37,14,rare,gpt-5-5,effect-sse-httpapi-streaming
37,18,rare,gpt-5-5,eicrud-keyset-pagination-cursor
37,30,common,gpt-5-5,etree-xml-diff-patch
37,17,rare,gpt-5-5,expr-try-catch-errors
37,29,common,gpt-5-5,fastapi-deprecation-response-headers
37,30,common,gpt-5-5,fastapi-implicit-head-options
37,32,common,gpt-5-5,fd-deterministic-multi-key-sorting
37,33,common,gpt-5-5,geo-shapeindex-serialization
37,29,common,gpt-5-5,go-critic-doc-link-checker
37,31,common,gpt-5-5,go-genai-streamed-function-args
37,30,common,gpt-5-5,go-git-worktree-merge-conflicts
37,36,common,gpt-5-5,goreleaser-retry-publish-auditing
37,4,rare,gpt-5-5,gql-incremental-graphql-delivery
37,36,common,gpt-5-5,happy-dom-abort-pending-body-reads
37,21,contested,gpt-5-5,happy-dom-deterministic-intersectionobserver
37,14,rare,gpt-5-5,helm-array-merge-strategies
37,34,common,gpt-5-5,helm-unified-manifest-stream
37,35,common,gpt-5-5,httpx-deterministic-cookie-store
37,32,common,gpt-5-5,httpx-multipart-response-parsing
37,28,common,gpt-5-5,httpx-streaming-json-iteration
37,29,common,gpt-5-5,igel-persist-feature-schema
37,25,contested,gpt-5-5,ink-grid-box-layout
37,30,common,gpt-5-5,ipython-session-bundle-replay
37,22,contested,gpt-5-5,katex-multicolumn-array-spans
37,34,common,gpt-5-5,kcp-go-multiplexed-kcp-streams
37,20,contested,gpt-5-5,kea-atomic-signal-selectors
37,21,contested,gpt-5-5,kgateway-consistent-hash-policy
37,27,contested,gpt-5-5,kombu-single-active-consumer-priority
37,15,rare,gpt-5-5,kombu-virtual-queue-dead-lettering
37,19,contested,gpt-5-5,koota-composite-trait-aspects
37,16,rare,gpt-5-5,koota-deferred-mutation-buffer
37,33,common,gpt-5-5,koota-entity-snapshot-rollback
37,12,rare,gpt-5-5,koota-pair-relation-tracking
37,15,rare,gpt-5-5,koota-query-predicates
37,31,common,gpt-5-5,kysely-window-grouping-helpers
37,26,contested,gpt-5-5,langchain-request-coalescing
37,27,contested,gpt-5-5,mashumaro-flattened-dataclass-fields
37,16,rare,gpt-5-5,meriyah-explicit-resource-declarations
37,27,contested,gpt-5-5,mnamer-daemon-watch-lifecycle
37,28,common,gpt-5-5,mobly-grouped-test-barriers
37,34,common,gpt-5-5,narwhals-rolling-window-suite
37,31,common,gpt-5-5,numba-stencil-boundary-modes
37,1,rare,gpt-5-5,obsidian-linter-auto-table-of-contents
37,25,contested,gpt-5-5,obsidian-linter-link-format-conversion
37,32,common,gpt-5-5,obsidian-linter-scoped-ignore-markers
37,34,common,gpt-5-5,ofetch-per-origin-circuit-breaker
37,23,contested,gpt-5-5,onedump-dump-encryption-pipeline
37,33,common,gpt-5-5,opa-rego-rule-profiling
37,31,common,gpt-5-5,opa-template-string-reconstruction
37,18,rare,gpt-5-5,optique-conditional-option-dependencies
37,8,rare,gpt-5-5,oxvg-structural-selector-preservation
37,19,contested,gpt-5-5,participle-grammar-conflict-analysis
37,28,common,gpt-5-5,pebble-durability-wait-apis
37,14,rare,gpt-5-5,pest-character-class-coalescing
37,18,rare,gpt-5-5,prometheus-transactional-reload-status
37,29,common,gpt-5-5,prometheus-typed-label-sorting
37,33,common,gpt-5-5,psd-tools-blend-range-api
37,24,contested,gpt-5-5,pwntools-tube-multiplexing
37,18,rare,gpt-5-5,python-statemachine-state-data-scoping
37,36,common,gpt-5-5,query-persist-restored-query-state
37,23,contested,gpt-5-5,quill-shared-toolbar-focus
37,34,common,gpt-5-5,returns-validated-error-accumulation
37,33,common,gpt-5-5,scc-bounded-memory-spilling
37,27,contested,gpt-5-5,scriggo-method-declarations
37,29,common,gpt-5-5,skrub-duration-encoding
37,35,common,gpt-5-5,sql-formatter-bigquery-pipe-formatting
37,22,contested,gpt-5-5,sqlfmt-create-table-ddl-formatting
37,28,common,gpt-5-5,sqlite-utils-safe-import-checkpoints
37,19,contested,gpt-5-5,superjson-error-stack-serialization
37,34,common,gpt-5-5,task-task-graph-export
37,32,common,gpt-5-5,tengo-callable-instance-isolation
37,25,contested,gpt-5-5,tengo-destructuring-bindings
37,20,contested,gpt-5-5,termenv-preserve-ansi-resets
37,12,rare,gpt-5-5,testem-bail-on-test-failure
37,29,common,gpt-5-5,testem-per-launcher-reports
37,19,contested,gpt-5-5,textual-kitty-key-phases
37,31,common,gpt-5-5,textual-richlog-follow-state
37,29,common,gpt-5-5,tomlkit-toml-table-converters
37,36,common,gpt-5-5,true-myth-iterable-collection-combinators
37,36,common,gpt-5-5,ts-pattern-match-each
37,9,rare,gpt-5-5,updo-policy-alerting
37,32,common,gpt-5-5,valibot-recursive-schema-composition
37,32,common,gpt-5-5,vitest-duration-sharding
37,27,contested,gpt-5-5,vulture-persistent-analysis-cache
37,27,contested,gpt-5-5,wasmi-trap-coredumps
37,35,common,gpt-5-5,wazero-multi-module-snapshots
37,36,common,gpt-5-5,yaegi-go-embed-directives
37,34,common,gpt-5-5,yjs-map-conflict-detection
37,35,common,gpt-5-5,ytt-jsonpath-query-api
36,33,common,gpt-5-6-luna,abs-module-cache-flags
36,32,common,gpt-5-6-luna,abs-stepped-slices
36,36,common,gpt-5-6-luna,actionlint-action-pinning-lint
36,30,common,gpt-5-6-luna,adaptix-name-mapping-aliases
36,30,common,gpt-5-6-luna,aiomonitor-task-snapshots-diff
36,34,common,gpt-5-6-luna,anko-default-function-arguments
36,25,contested,gpt-5-6-luna,anko-typed-variable-bindings
36,32,common,gpt-5-6-luna,arcane-drift-detection-baselines
36,28,common,gpt-5-6-luna,arktype-json-schema-refs-dependencies
36,26,contested,gpt-5-6-luna,awilix-async-container-initialization
36,26,contested,gpt-5-6-luna,bandit-incremental-cache-control
36,29,common,gpt-5-6-luna,bandit-interprocedural-taint-checks
36,6,rare,gpt-5-6-luna,bandit-structured-nosec-directives
36,27,contested,gpt-5-6-luna,boa-hierarchical-evaluation-cancellation
36,32,common,gpt-5-6-luna,cattrs-partial-structuring-recovery
36,23,contested,gpt-5-6-luna,clack-async-autocomplete-options
36,33,common,gpt-5-6-luna,claude-code-by-agents-recursive-delegation
36,28,common,gpt-5-6-luna,cliffy-config-file-parsing
36,20,contested,gpt-5-6-luna,csstree-shorthand-expansion-compression
36,26,contested,gpt-5-6-luna,dasel-html-document-format
36,20,contested,gpt-5-6-luna,dateutil-rfc5545-timezone-interop
36,35,common,gpt-5-6-luna,drizzle-orm-window-function-builders
36,32,common,gpt-5-6-luna,dynamodb-toolbox-conditional-attribute-requirements
36,30,common,gpt-5-6-luna,dynamodb-toolbox-lazy-recursive-schemas
36,16,rare,gpt-5-6-luna,effect-sse-httpapi-streaming
36,19,contested,gpt-5-6-luna,eicrud-keyset-pagination-cursor
36,31,common,gpt-5-6-luna,etree-xml-diff-patch
36,18,rare,gpt-5-6-luna,expr-try-catch-errors
36,29,common,gpt-5-6-luna,fastapi-deprecation-response-headers
36,30,common,gpt-5-6-luna,fastapi-implicit-head-options
36,31,common,gpt-5-6-luna,fd-deterministic-multi-key-sorting
36,32,common,gpt-5-6-luna,geo-shapeindex-serialization
36,30,common,gpt-5-6-luna,go-critic-doc-link-checker
36,32,common,gpt-5-6-luna,go-genai-streamed-function-args
36,29,common,gpt-5-6-luna,go-git-worktree-merge-conflicts
36,36,common,gpt-5-6-luna,goreleaser-retry-publish-auditing
36,4,rare,gpt-5-6-luna,gql-incremental-graphql-delivery
36,36,common,gpt-5-6-luna,happy-dom-abort-pending-body-reads
36,22,contested,gpt-5-6-luna,happy-dom-deterministic-intersectionobserver
36,13,rare,gpt-5-6-luna,helm-array-merge-strategies
36,35,common,gpt-5-6-luna,helm-unified-manifest-stream
36,35,common,gpt-5-6-luna,httpx-deterministic-cookie-store
36,32,common,gpt-5-6-luna,httpx-multipart-response-parsing
36,29,common,gpt-5-6-luna,httpx-streaming-json-iteration
36,28,common,gpt-5-6-luna,igel-persist-feature-schema
36,26,contested,gpt-5-6-luna,ink-grid-box-layout
36,30,common,gpt-5-6-luna,ipython-session-bundle-replay
36,21,contested,gpt-5-6-luna,katex-multicolumn-array-spans
36,34,common,gpt-5-6-luna,kcp-go-multiplexed-kcp-streams
36,23,contested,gpt-5-6-luna,kea-atomic-signal-selectors
36,21,contested,gpt-5-6-luna,kgateway-consistent-hash-policy
36,27,contested,gpt-5-6-luna,kombu-single-active-consumer-priority
36,13,rare,gpt-5-6-luna,kombu-virtual-queue-dead-lettering
36,20,contested,gpt-5-6-luna,koota-composite-trait-aspects
36,16,rare,gpt-5-6-luna,koota-deferred-mutation-buffer
36,34,common,gpt-5-6-luna,koota-entity-snapshot-rollback
36,13,rare,gpt-5-6-luna,koota-pair-relation-tracking
36,17,rare,gpt-5-6-luna,koota-query-predicates
36,32,common,gpt-5-6-luna,kysely-window-grouping-helpers
36,25,contested,gpt-5-6-luna,langchain-request-coalescing
36,26,contested,gpt-5-6-luna,mashumaro-flattened-dataclass-fields
36,16,rare,gpt-5-6-luna,meriyah-explicit-resource-declarations
36,28,common,gpt-5-6-luna,mnamer-daemon-watch-lifecycle
36,29,common,gpt-5-6-luna,mobly-grouped-test-barriers
36,35,common,gpt-5-6-luna,narwhals-rolling-window-suite
36,31,common,gpt-5-6-luna,numba-stencil-boundary-modes
36,1,rare,gpt-5-6-luna,obsidian-linter-auto-table-of-contents
36,25,contested,gpt-5-6-luna,obsidian-linter-link-format-conversion
36,34,common,gpt-5-6-luna,obsidian-linter-scoped-ignore-markers
36,34,common,gpt-5-6-luna,ofetch-per-origin-circuit-breaker
36,24,contested,gpt-5-6-luna,onedump-dump-encryption-pipeline
36,32,common,gpt-5-6-luna,opa-rego-rule-profiling
36,31,common,gpt-5-6-luna,opa-template-string-reconstruction
36,18,rare,gpt-5-6-luna,optique-conditional-option-dependencies
36,9,rare,gpt-5-6-luna,oxvg-structural-selector-preservation
36,19,contested,gpt-5-6-luna,participle-grammar-conflict-analysis
36,28,common,gpt-5-6-luna,pebble-durability-wait-apis
36,16,rare,gpt-5-6-luna,pest-character-class-coalescing
36,18,rare,gpt-5-6-luna,prometheus-transactional-reload-status
36,30,common,gpt-5-6-luna,prometheus-typed-label-sorting
36,34,common,gpt-5-6-luna,psd-tools-blend-range-api
36,24,contested,gpt-5-6-luna,pwntools-tube-multiplexing
36,19,contested,gpt-5-6-luna,python-statemachine-state-data-scoping
36,35,common,gpt-5-6-luna,query-persist-restored-query-state
36,22,contested,gpt-5-6-luna,quill-shared-toolbar-focus
36,34,common,gpt-5-6-luna,returns-validated-error-accumulation
36,33,common,gpt-5-6-luna,scc-bounded-memory-spilling
36,27,contested,gpt-5-6-luna,scriggo-method-declarations
36,30,common,gpt-5-6-luna,skrub-duration-encoding
36,36,common,gpt-5-6-luna,sql-formatter-bigquery-pipe-formatting
36,22,contested,gpt-5-6-luna,sqlfmt-create-table-ddl-formatting
36,29,common,gpt-5-6-luna,sqlite-utils-safe-import-checkpoints
36,19,contested,gpt-5-6-luna,superjson-error-stack-serialization
36,34,common,gpt-5-6-luna,task-task-graph-export
36,32,common,gpt-5-6-luna,tengo-callable-instance-isolation
36,25,contested,gpt-5-6-luna,tengo-destructuring-bindings
36,19,contested,gpt-5-6-luna,termenv-preserve-ansi-resets
36,12,rare,gpt-5-6-luna,testem-bail-on-test-failure
36,29,common,gpt-5-6-luna,testem-per-launcher-reports
36,22,contested,gpt-5-6-luna,textual-kitty-key-phases
36,32,common,gpt-5-6-luna,textual-richlog-follow-state
36,29,common,gpt-5-6-luna,tomlkit-toml-table-converters
36,36,common,gpt-5-6-luna,true-myth-iterable-collection-combinators
36,36,common,gpt-5-6-luna,ts-pattern-match-each
36,8,rare,gpt-5-6-luna,updo-policy-alerting
36,31,common,gpt-5-6-luna,valibot-recursive-schema-composition
36,33,common,gpt-5-6-luna,vitest-duration-sharding
36,25,contested,gpt-5-6-luna,vulture-persistent-analysis-cache
36,28,common,gpt-5-6-luna,wasmi-trap-coredumps
36,34,common,gpt-5-6-luna,wazero-multi-module-snapshots
36,36,common,gpt-5-6-luna,yaegi-go-embed-directives
36,35,common,gpt-5-6-luna,yjs-map-conflict-detection
36,35,common,gpt-5-6-luna,ytt-jsonpath-query-api
36,32,common,gpt-5-6-sol,abs-module-cache-flags
36,31,common,gpt-5-6-sol,abs-stepped-slices
36,35,common,gpt-5-6-sol,actionlint-action-pinning-lint
36,26,contested,gpt-5-6-sol,adaptix-name-mapping-aliases
36,28,common,gpt-5-6-sol,aiomonitor-task-snapshots-diff
36,32,common,gpt-5-6-sol,anko-default-function-arguments
36,24,contested,gpt-5-6-sol,anko-typed-variable-bindings
36,31,common,gpt-5-6-sol,arcane-drift-detection-baselines
36,26,contested,gpt-5-6-sol,arktype-json-schema-refs-dependencies
36,23,contested,gpt-5-6-sol,awilix-async-container-initialization
36,24,contested,gpt-5-6-sol,bandit-incremental-cache-control
36,27,contested,gpt-5-6-sol,bandit-interprocedural-taint-checks
36,6,rare,gpt-5-6-sol,bandit-structured-nosec-directives
36,25,contested,gpt-5-6-sol,boa-hierarchical-evaluation-cancellation
36,30,common,gpt-5-6-sol,cattrs-partial-structuring-recovery
36,22,contested,gpt-5-6-sol,clack-async-autocomplete-options
36,33,common,gpt-5-6-sol,claude-code-by-agents-recursive-delegation
36,26,contested,gpt-5-6-sol,cliffy-config-file-parsing
36,18,rare,gpt-5-6-sol,csstree-shorthand-expansion-compression
36,23,contested,gpt-5-6-sol,dasel-html-document-format
36,18,rare,gpt-5-6-sol,dateutil-rfc5545-timezone-interop
36,34,common,gpt-5-6-sol,drizzle-orm-window-function-builders
36,30,common,gpt-5-6-sol,dynamodb-toolbox-conditional-attribute-requirements
36,29,common,gpt-5-6-sol,dynamodb-toolbox-lazy-recursive-schemas
36,13,rare,gpt-5-6-sol,effect-sse-httpapi-streaming
36,17,rare,gpt-5-6-sol,eicrud-keyset-pagination-cursor
36,30,common,gpt-5-6-sol,etree-xml-diff-patch
36,15,rare,gpt-5-6-sol,expr-try-catch-errors
36,27,contested,gpt-5-6-sol,fastapi-deprecation-response-headers
36,28,common,gpt-5-6-sol,fastapi-implicit-head-options
36,29,common,gpt-5-6-sol,fd-deterministic-multi-key-sorting
36,32,common,gpt-5-6-sol,geo-shapeindex-serialization
36,28,common,gpt-5-6-sol,go-critic-doc-link-checker
36,30,common,gpt-5-6-sol,go-genai-streamed-function-args
36,27,contested,gpt-5-6-sol,go-git-worktree-merge-conflicts
36,35,common,gpt-5-6-sol,goreleaser-retry-publish-auditing
36,4,rare,gpt-5-6-sol,gql-incremental-graphql-delivery
36,35,common,gpt-5-6-sol,happy-dom-abort-pending-body-reads
36,19,contested,gpt-5-6-sol,happy-dom-deterministic-intersectionobserver
36,13,rare,gpt-5-6-sol,helm-array-merge-strategies
36,33,common,gpt-5-6-sol,helm-unified-manifest-stream
36,34,common,gpt-5-6-sol,httpx-deterministic-cookie-store
36,31,common,gpt-5-6-sol,httpx-multipart-response-parsing
36,27,contested,gpt-5-6-sol,httpx-streaming-json-iteration
36,27,contested,gpt-5-6-sol,igel-persist-feature-schema
36,24,contested,gpt-5-6-sol,ink-grid-box-layout
36,29,common,gpt-5-6-sol,ipython-session-bundle-replay
36,18,rare,gpt-5-6-sol,katex-multicolumn-array-spans
36,33,common,gpt-5-6-sol,kcp-go-multiplexed-kcp-streams
36,18,rare,gpt-5-6-sol,kea-atomic-signal-selectors
36,23,contested,gpt-5-6-sol,kgateway-consistent-hash-policy
36,26,contested,gpt-5-6-sol,kombu-single-active-consumer-priority
36,13,rare,gpt-5-6-sol,kombu-virtual-queue-dead-lettering
36,18,rare,gpt-5-6-sol,koota-composite-trait-aspects
36,14,rare,gpt-5-6-sol,koota-deferred-mutation-buffer
36,32,common,gpt-5-6-sol,koota-entity-snapshot-rollback
36,15,rare,gpt-5-6-sol,koota-pair-relation-tracking
36,16,rare,gpt-5-6-sol,koota-query-predicates
36,30,common,gpt-5-6-sol,kysely-window-grouping-helpers
36,24,contested,gpt-5-6-sol,langchain-request-coalescing
36,24,contested,gpt-5-6-sol,mashumaro-flattened-dataclass-fields
36,16,rare,gpt-5-6-sol,meriyah-explicit-resource-declarations
36,26,contested,gpt-5-6-sol,mnamer-daemon-watch-lifecycle
36,27,contested,gpt-5-6-sol,mobly-grouped-test-barriers
36,33,common,gpt-5-6-sol,narwhals-rolling-window-suite
36,29,common,gpt-5-6-sol,numba-stencil-boundary-modes
36,1,rare,gpt-5-6-sol,obsidian-linter-auto-table-of-contents
36,24,contested,gpt-5-6-sol,obsidian-linter-link-format-conversion
36,31,common,gpt-5-6-sol,obsidian-linter-scoped-ignore-markers
36,33,common,gpt-5-6-sol,ofetch-per-origin-circuit-breaker
36,24,contested,gpt-5-6-sol,onedump-dump-encryption-pipeline
36,31,common,gpt-5-6-sol,opa-rego-rule-profiling
36,29,common,gpt-5-6-sol,opa-template-string-reconstruction
36,17,rare,gpt-5-6-sol,optique-conditional-option-dependencies
36,10,rare,gpt-5-6-sol,oxvg-structural-selector-preservation
36,19,contested,gpt-5-6-sol,participle-grammar-conflict-analysis
36,26,contested,gpt-5-6-sol,pebble-durability-wait-apis
36,16,rare,gpt-5-6-sol,pest-character-class-coalescing
36,21,contested,gpt-5-6-sol,prometheus-transactional-reload-status
36,28,common,gpt-5-6-sol,prometheus-typed-label-sorting
36,33,common,gpt-5-6-sol,psd-tools-blend-range-api
36,21,contested,gpt-5-6-sol,pwntools-tube-multiplexing
36,20,contested,gpt-5-6-sol,python-statemachine-state-data-scoping
36,35,common,gpt-5-6-sol,query-persist-restored-query-state
36,22,contested,gpt-5-6-sol,quill-shared-toolbar-focus
36,32,common,gpt-5-6-sol,returns-validated-error-accumulation
36,32,common,gpt-5-6-sol,scc-bounded-memory-spilling
36,25,contested,gpt-5-6-sol,scriggo-method-declarations
36,28,common,gpt-5-6-sol,skrub-duration-encoding
36,34,common,gpt-5-6-sol,sql-formatter-bigquery-pipe-formatting
36,24,contested,gpt-5-6-sol,sqlfmt-create-table-ddl-formatting
36,27,contested,gpt-5-6-sol,sqlite-utils-safe-import-checkpoints
36,17,rare,gpt-5-6-sol,superjson-error-stack-serialization
36,33,common,gpt-5-6-sol,task-task-graph-export
36,30,common,gpt-5-6-sol,tengo-callable-instance-isolation
36,23,contested,gpt-5-6-sol,tengo-destructuring-bindings
36,19,contested,gpt-5-6-sol,termenv-preserve-ansi-resets
36,13,rare,gpt-5-6-sol,testem-bail-on-test-failure
36,28,common,gpt-5-6-sol,testem-per-launcher-reports
36,17,rare,gpt-5-6-sol,textual-kitty-key-phases
36,30,common,gpt-5-6-sol,textual-richlog-follow-state
36,27,contested,gpt-5-6-sol,tomlkit-toml-table-converters
36,35,common,gpt-5-6-sol,true-myth-iterable-collection-combinators
36,35,common,gpt-5-6-sol,ts-pattern-match-each
36,6,rare,gpt-5-6-sol,updo-policy-alerting
36,30,common,gpt-5-6-sol,valibot-recursive-schema-composition
36,31,common,gpt-5-6-sol,vitest-duration-sharding
36,25,contested,gpt-5-6-sol,vulture-persistent-analysis-cache
36,26,contested,gpt-5-6-sol,wasmi-trap-coredumps
36,34,common,gpt-5-6-sol,wazero-multi-module-snapshots
36,35,common,gpt-5-6-sol,yaegi-go-embed-directives
36,33,common,gpt-5-6-sol,yjs-map-conflict-detection
36,34,common,gpt-5-6-sol,ytt-jsonpath-query-api
36,33,common,gpt-5-6-terra,abs-module-cache-flags
36,31,common,gpt-5-6-terra,abs-stepped-slices
36,35,common,gpt-5-6-terra,actionlint-action-pinning-lint
36,27,contested,gpt-5-6-terra,adaptix-name-mapping-aliases
36,30,common,gpt-5-6-terra,aiomonitor-task-snapshots-diff
36,33,common,gpt-5-6-terra,anko-default-function-arguments
36,24,contested,gpt-5-6-terra,anko-typed-variable-bindings
36,32,common,gpt-5-6-terra,arcane-drift-detection-baselines
36,27,contested,gpt-5-6-terra,arktype-json-schema-refs-dependencies
36,22,contested,gpt-5-6-terra,awilix-async-container-initialization
36,25,contested,gpt-5-6-terra,bandit-incremental-cache-control
36,29,common,gpt-5-6-terra,bandit-interprocedural-taint-checks
36,5,rare,gpt-5-6-terra,bandit-structured-nosec-directives
36,26,contested,gpt-5-6-terra,boa-hierarchical-evaluation-cancellation
36,30,common,gpt-5-6-terra,cattrs-partial-structuring-recovery
36,22,contested,gpt-5-6-terra,clack-async-autocomplete-options
36,33,common,gpt-5-6-terra,claude-code-by-agents-recursive-delegation
36,27,contested,gpt-5-6-terra,cliffy-config-file-parsing
36,19,contested,gpt-5-6-terra,csstree-shorthand-expansion-compression
36,26,contested,gpt-5-6-terra,dasel-html-document-format
36,20,contested,gpt-5-6-terra,dateutil-rfc5545-timezone-interop
36,34,common,gpt-5-6-terra,drizzle-orm-window-function-builders
36,32,common,gpt-5-6-terra,dynamodb-toolbox-conditional-attribute-requirements
36,31,common,gpt-5-6-terra,dynamodb-toolbox-lazy-recursive-schemas
36,15,rare,gpt-5-6-terra,effect-sse-httpapi-streaming
36,19,contested,gpt-5-6-terra,eicrud-keyset-pagination-cursor
36,31,common,gpt-5-6-terra,etree-xml-diff-patch
36,19,contested,gpt-5-6-terra,expr-try-catch-errors
36,27,contested,gpt-5-6-terra,fastapi-deprecation-response-headers
36,29,common,gpt-5-6-terra,fastapi-implicit-head-options
36,29,common,gpt-5-6-terra,fd-deterministic-multi-key-sorting
36,32,common,gpt-5-6-terra,geo-shapeindex-serialization
36,29,common,gpt-5-6-terra,go-critic-doc-link-checker
36,30,common,gpt-5-6-terra,go-genai-streamed-function-args
36,28,common,gpt-5-6-terra,go-git-worktree-merge-conflicts
36,35,common,gpt-5-6-terra,goreleaser-retry-publish-auditing
36,4,rare,gpt-5-6-terra,gql-incremental-graphql-delivery
36,35,common,gpt-5-6-terra,happy-dom-abort-pending-body-reads
36,22,contested,gpt-5-6-terra,happy-dom-deterministic-intersectionobserver
36,14,rare,gpt-5-6-terra,helm-array-merge-strategies
36,33,common,gpt-5-6-terra,helm-unified-manifest-stream
36,34,common,gpt-5-6-terra,httpx-deterministic-cookie-store
36,31,common,gpt-5-6-terra,httpx-multipart-response-parsing
36,27,contested,gpt-5-6-terra,httpx-streaming-json-iteration
36,28,common,gpt-5-6-terra,igel-persist-feature-schema
36,24,contested,gpt-5-6-terra,ink-grid-box-layout
36,29,common,gpt-5-6-terra,ipython-session-bundle-replay
36,20,contested,gpt-5-6-terra,katex-multicolumn-array-spans
36,33,common,gpt-5-6-terra,kcp-go-multiplexed-kcp-streams
36,21,contested,gpt-5-6-terra,kea-atomic-signal-selectors
36,23,contested,gpt-5-6-terra,kgateway-consistent-hash-policy
36,27,contested,gpt-5-6-terra,kombu-single-active-consumer-priority
36,14,rare,gpt-5-6-terra,kombu-virtual-queue-dead-lettering
36,19,contested,gpt-5-6-terra,koota-composite-trait-aspects
36,16,rare,gpt-5-6-terra,koota-deferred-mutation-buffer
36,33,common,gpt-5-6-terra,koota-entity-snapshot-rollback
36,15,rare,gpt-5-6-terra,koota-pair-relation-tracking
36,16,rare,gpt-5-6-terra,koota-query-predicates
36,30,common,gpt-5-6-terra,kysely-window-grouping-helpers
36,24,contested,gpt-5-6-terra,langchain-request-coalescing
36,24,contested,gpt-5-6-terra,mashumaro-flattened-dataclass-fields
36,14,rare,gpt-5-6-terra,meriyah-explicit-resource-declarations
36,27,contested,gpt-5-6-terra,mnamer-daemon-watch-lifecycle
36,29,common,gpt-5-6-terra,mobly-grouped-test-barriers
36,33,common,gpt-5-6-terra,narwhals-rolling-window-suite
36,29,common,gpt-5-6-terra,numba-stencil-boundary-modes
36,1,rare,gpt-5-6-terra,obsidian-linter-auto-table-of-contents
36,24,contested,gpt-5-6-terra,obsidian-linter-link-format-conversion
36,32,common,gpt-5-6-terra,obsidian-linter-scoped-ignore-markers
36,33,common,gpt-5-6-terra,ofetch-per-origin-circuit-breaker
36,22,contested,gpt-5-6-terra,onedump-dump-encryption-pipeline
36,32,common,gpt-5-6-terra,opa-rego-rule-profiling
36,31,common,gpt-5-6-terra,opa-template-string-reconstruction
36,17,rare,gpt-5-6-terra,optique-conditional-option-dependencies
36,10,rare,gpt-5-6-terra,oxvg-structural-selector-preservation
36,17,rare,gpt-5-6-terra,participle-grammar-conflict-analysis
36,28,common,gpt-5-6-terra,pebble-durability-wait-apis
36,15,rare,gpt-5-6-terra,pest-character-class-coalescing
36,17,rare,gpt-5-6-terra,prometheus-transactional-reload-status
36,28,common,gpt-5-6-terra,prometheus-typed-label-sorting
36,32,common,gpt-5-6-terra,psd-tools-blend-range-api
36,22,contested,gpt-5-6-terra,pwntools-tube-multiplexing
36,20,contested,gpt-5-6-terra,python-statemachine-state-data-scoping
36,35,common,gpt-5-6-terra,query-persist-restored-query-state
36,21,contested,gpt-5-6-terra,quill-shared-toolbar-focus
36,32,common,gpt-5-6-terra,returns-validated-error-accumulation
36,33,common,gpt-5-6-terra,scc-bounded-memory-spilling
36,26,contested,gpt-5-6-terra,scriggo-method-declarations
36,29,common,gpt-5-6-terra,skrub-duration-encoding
36,34,common,gpt-5-6-terra,sql-formatter-bigquery-pipe-formatting
36,23,contested,gpt-5-6-terra,sqlfmt-create-table-ddl-formatting
36,28,common,gpt-5-6-terra,sqlite-utils-safe-import-checkpoints
36,17,rare,gpt-5-6-terra,superjson-error-stack-serialization
36,33,common,gpt-5-6-terra,task-task-graph-export
36,30,common,gpt-5-6-terra,tengo-callable-instance-isolation
36,25,contested,gpt-5-6-terra,tengo-destructuring-bindings
36,18,rare,gpt-5-6-terra,termenv-preserve-ansi-resets
36,13,rare,gpt-5-6-terra,testem-bail-on-test-failure
36,29,common,gpt-5-6-terra,testem-per-launcher-reports
36,21,contested,gpt-5-6-terra,textual-kitty-key-phases
36,30,common,gpt-5-6-terra,textual-richlog-follow-state
36,29,common,gpt-5-6-terra,tomlkit-toml-table-converters
36,35,common,gpt-5-6-terra,true-myth-iterable-collection-combinators
36,35,common,gpt-5-6-terra,ts-pattern-match-each
36,10,rare,gpt-5-6-terra,updo-policy-alerting
36,31,common,gpt-5-6-terra,valibot-recursive-schema-composition
36,32,common,gpt-5-6-terra,vitest-duration-sharding
36,25,contested,gpt-5-6-terra,vulture-persistent-analysis-cache
36,28,common,gpt-5-6-terra,wasmi-trap-coredumps
36,34,common,gpt-5-6-terra,wazero-multi-module-snapshots
